date,symbol,actualearningresult,estimatedearning,ticker
2016-03-24,ACN,1.34,1.18,ACN
2015-12-17,ACN,1.35,1.32,ACN
2015-09-24,ACN,1.15,1.12,ACN
2015-06-25,ACN,1.3,1.23,ACN
2015-03-26,ACN,1.08,1.07,ACN
2014-12-18,ACN,1.29,1.2,ACN
2014-09-24,ACN,1.08,1.1,ACN
2014-06-26,ACN,1.26,1.21,ACN
2014-03-27,ACN,1.03,1.04,ACN
2013-12-19,ACN,1.13,1.09,ACN
2013-09-26,ACN,1.01,1.01,ACN
2013-06-27,ACN,1.14,1.13,ACN
2013-03-28,ACN,1.0,0.97,ACN
2012-12-19,ACN,1.06,1.04,ACN
2012-09-27,ACN,0.88,0.88,ACN
2012-06-28,ACN,1.03,0.99,ACN
2012-03-22,ACN,0.97,0.86,ACN
2011-12-15,ACN,0.96,0.94,ACN
2011-09-27,ACN,0.91,0.88,ACN
2011-06-23,ACN,0.93,0.9,ACN
2011-03-24,ACN,0.75,0.71,ACN
2010-12-16,ACN,0.81,0.75,ACN
2010-09-30,ACN,0.66,0.63,ACN
2010-06-24,ACN,0.73,0.69,ACN
2010-03-25,ACN,0.6,0.61,ACN
2009-12-17,ACN,0.67,0.65,ACN
2009-10-01,ACN,0.63,0.63,ACN
2009-06-25,ACN,0.68,0.64,ACN
2009-03-26,ACN,0.63,0.62,ACN
2008-12-18,ACN,0.74,0.68,ACN
2008-09-25,ACN,0.67,0.66,ACN
2008-06-26,ACN,0.74,0.69,ACN
2008-03-27,ACN,0.64,0.56,ACN
2007-12-19,ACN,0.6,0.56,ACN
2007-09-27,ACN,0.5,0.48,ACN
2007-06-28,ACN,0.54,0.55,ACN
2007-03-27,ACN,0.47,0.42,ACN
2006-12-20,ACN,0.46,0.42,ACN
2006-09-28,ACN,0.39,0.38,ACN
2006-06-29,ACN,0.5,0.46,ACN
2006-03-28,ACN,0.37,0.35,ACN
2006-01-05,ACN,0.36,0.34,ACN
2005-10-06,ACN,0.38,0.36,ACN
2005-07-07,ACN,0.44,0.43,ACN
2005-04-07,ACN,0.32,0.32,ACN
2005-01-06,ACN,0.32,0.31,ACN
2004-10-13,ACN,0.3,0.28,ACN
2004-07-07,ACN,0.37,0.37,ACN
2004-03-30,ACN,0.29,0.25,ACN
2004-01-13,ACN,0.27,0.28,ACN
2003-10-09,ACN,0.25,0.25,ACN
2003-07-15,ACN,0.28,0.25,ACN
2003-04-14,ACN,0.25,0.24,ACN
2003-01-09,ACN,0.27,0.26,ACN
2002-10-10,ACN,0.16,0.16,ACN
2002-07-12,ACN,0.27,0.26,ACN
2002-04-11,ACN,0.23,0.22,ACN
2002-01-09,ACN,0.25,0.24,ACN
2001-10-11,ACN,0.12,0.11,ACN
2026-03-12,ADBE,6.06,5.87,ADBE
2026-01-15,ADBE,4.45,5.4,ADBE
2025-09-11,ADBE,5.31,5.18,ADBE
2025-06-12,ADBE,5.06,4.97,ADBE
2025-03-12,ADBE,5.08,4.97,ADBE
2024-12-11,ADBE,4.81,4.66,ADBE
2024-09-12,ADBE,4.65,4.53,ADBE
2024-06-13,ADBE,4.48,4.39,ADBE
2024-03-14,ADBE,4.48,4.38,ADBE
2023-12-13,ADBE,4.27,4.13,ADBE
2023-09-14,ADBE,4.09,3.97,ADBE
2023-06-15,ADBE,3.91,3.78,ADBE
2023-03-15,ADBE,3.8,3.66,ADBE
2022-12-15,ADBE,3.6,3.5,ADBE
2022-09-15,ADBE,3.4,3.33,ADBE
2022-06-16,ADBE,3.35,3.3,ADBE
2022-03-22,ADBE,3.37,3.34,ADBE
2021-12-16,ADBE,3.2,3.2,ADBE
2021-09-21,ADBE,3.11,3.01,ADBE
2021-06-17,ADBE,3.03,2.81,ADBE
2021-03-23,ADBE,3.14,2.78,ADBE
2020-12-10,ADBE,2.42,2.2,ADBE
2020-09-15,ADBE,2.57,2.41,ADBE
2020-06-11,ADBE,2.45,2.33,ADBE
2020-03-12,ADBE,2.2,2.23,ADBE
2019-12-12,ADBE,2.29,2.26,ADBE
2019-09-17,ADBE,2.05,1.97,ADBE
2019-06-18,ADBE,1.83,1.78,ADBE
2019-03-14,ADBE,1.65,1.62,ADBE
2018-12-13,ADBE,1.83,1.88,ADBE
2018-09-13,ADBE,1.73,1.69,ADBE
2018-06-14,ADBE,1.66,1.54,ADBE
2018-03-15,ADBE,1.55,1.43,ADBE
2017-09-19,ADBE,1.1,1.01,ADBE
2017-06-20,ADBE,1.02,0.94,ADBE
2017-03-16,ADBE,0.94,0.87,ADBE
2016-12-15,ADBE,0.9,0.86,ADBE
2016-09-20,ADBE,0.75,0.72,ADBE
2016-06-21,ADBE,0.71,0.68,ADBE
2016-03-17,ADBE,0.66,0.61,ADBE
2015-12-10,ADBE,0.62,0.6,ADBE
2015-09-17,ADBE,0.54,0.49,ADBE
2015-06-16,ADBE,0.48,0.45,ADBE
2015-03-17,ADBE,0.44,0.39,ADBE
2014-12-11,ADBE,0.36,0.3,ADBE
2014-09-16,ADBE,0.28,0.26,ADBE
2014-06-17,ADBE,0.37,0.29,ADBE
2014-03-18,ADBE,0.3,0.25,ADBE
2013-12-12,ADBE,0.32,0.32,ADBE
2013-09-17,ADBE,0.32,0.34,ADBE
2013-06-18,ADBE,0.36,0.33,ADBE
2013-03-19,ADBE,0.35,0.31,ADBE
2012-12-13,ADBE,0.61,0.57,ADBE
2012-09-19,ADBE,0.58,0.58,ADBE
2012-06-19,ADBE,0.6,0.59,ADBE
2012-03-19,ADBE,0.57,0.57,ADBE
2011-12-15,ADBE,0.67,0.6,ADBE
2011-09-20,ADBE,0.55,0.54,ADBE
2011-06-21,ADBE,0.55,0.51,ADBE
2011-03-22,ADBE,0.58,0.57,ADBE
2010-12-20,ADBE,0.56,0.52,ADBE
2010-09-21,ADBE,0.54,0.49,ADBE
2010-06-22,ADBE,0.44,0.42,ADBE
2010-03-23,ADBE,0.4,0.37,ADBE
2009-12-15,ADBE,0.39,0.37,ADBE
2009-09-15,ADBE,0.35,0.34,ADBE
2009-06-16,ADBE,0.35,0.35,ADBE
2009-03-17,ADBE,0.45,0.44,ADBE
2008-12-16,ADBE,0.6,0.58,ADBE
2008-09-16,ADBE,0.5,0.46,ADBE
2008-06-16,ADBE,0.5,0.46,ADBE
2008-03-18,ADBE,0.48,0.45,ADBE
2007-12-17,ADBE,0.49,0.48,ADBE
2007-09-17,ADBE,0.45,0.41,ADBE
2007-06-14,ADBE,0.37,0.35,ADBE
2007-03-20,ADBE,0.3,0.29,ADBE
2006-12-14,ADBE,0.33,0.33,ADBE
2006-09-14,ADBE,0.29,0.26,ADBE
2006-06-15,ADBE,0.31,0.3,ADBE
2006-03-22,ADBE,0.32,0.29,ADBE
2005-12-15,ADBE,0.3,0.29,ADBE
2005-09-15,ADBE,0.29,0.27,ADBE
2005-06-16,ADBE,0.28,0.27,ADBE
2005-03-17,ADBE,0.27,0.25,ADBE
2004-12-16,ADBE,0.22,0.21,ADBE
2004-09-20,ADBE,0.22,0.19,ADBE
2004-06-17,ADBE,0.22,0.21,ADBE
2004-03-18,ADBE,0.25,0.2,ADBE
2003-12-11,ADBE,0.17,0.16,ADBE
2003-09-10,ADBE,0.14,0.12,ADBE
2003-06-12,ADBE,0.14,0.13,ADBE
2003-03-13,ADBE,0.13,0.11,ADBE
2002-12-11,ADBE,0.13,0.11,ADBE
2002-09-12,ADBE,0.11,0.1,ADBE
2002-06-13,ADBE,0.14,0.13,ADBE
2002-03-14,ADBE,0.11,0.1,ADBE
2001-12-13,ADBE,0.1,0.11,ADBE
2001-09-19,ADBE,0.14,0.14,ADBE
2001-06-14,ADBE,0.17,0.14,ADBE
2001-03-15,ADBE,0.17,0.14,ADBE
2026-02-10,AIG,1.96,1.9,AIG
2025-11-04,AIG,2.2,1.72,AIG
2025-08-06,AIG,1.81,1.6,AIG
2025-05-01,AIG,1.17,1.0,AIG
2025-02-11,AIG,1.3,1.33,AIG
2024-11-04,AIG,1.23,1.1,AIG
2024-07-31,AIG,1.16,1.32,AIG
2024-05-01,AIG,1.77,1.65,AIG
2024-02-13,AIG,1.79,1.64,AIG
2023-11-01,AIG,1.61,1.55,AIG
2023-08-01,AIG,1.75,1.59,AIG
2023-05-04,AIG,1.63,1.43,AIG
2023-02-15,AIG,1.36,1.19,AIG
2022-11-01,AIG,0.66,0.59,AIG
2022-08-08,AIG,1.19,1.23,AIG
2022-05-03,AIG,1.3,1.24,AIG
2022-02-16,AIG,1.58,1.14,AIG
2021-11-04,AIG,0.97,0.93,AIG
2021-08-05,AIG,1.52,1.19,AIG
2021-05-06,AIG,1.05,0.99,AIG
2021-02-16,AIG,0.94,0.98,AIG
2020-11-05,AIG,0.81,0.62,AIG
2020-08-03,AIG,0.66,0.67,AIG
2020-05-04,AIG,0.11,0.83,AIG
2020-02-13,AIG,1.03,1.0,AIG
2019-11-01,AIG,0.56,1.0,AIG
2019-08-07,AIG,1.43,1.15,AIG
2019-05-06,AIG,1.58,1.07,AIG
2019-02-13,AIG,-0.63,0.47,AIG
2018-10-31,AIG,-0.34,0.07,AIG
2018-08-02,AIG,1.05,1.21,AIG
2018-05-02,AIG,1.04,1.27,AIG
2018-02-08,AIG,0.57,0.78,AIG
2017-11-02,AIG,-1.22,-0.83,AIG
2017-08-02,AIG,1.53,1.2,AIG
2017-05-03,AIG,1.36,1.08,AIG
2017-02-14,AIG,0.84,1.24,AIG
2016-11-02,AIG,1.0,1.21,AIG
2016-08-02,AIG,0.98,0.91,AIG
2016-05-02,AIG,0.65,0.99,AIG
2016-02-11,AIG,-1.1,-0.93,AIG
2015-11-02,AIG,0.52,1.03,AIG
2015-08-03,AIG,1.39,1.22,AIG
2015-04-30,AIG,1.22,1.18,AIG
2015-02-12,AIG,0.97,1.07,AIG
2014-11-03,AIG,1.21,1.09,AIG
2014-08-04,AIG,1.25,1.05,AIG
2014-05-05,AIG,1.21,1.07,AIG
2014-02-13,AIG,1.15,0.96,AIG
2013-10-31,AIG,1.49,0.93,AIG
2013-08-01,AIG,1.12,0.85,AIG
2013-05-02,AIG,1.34,0.87,AIG
2013-02-21,AIG,0.2,-0.08,AIG
2012-11-01,AIG,1.0,0.86,AIG
2012-08-02,AIG,1.06,0.57,AIG
2012-05-03,AIG,1.65,1.12,AIG
2012-02-23,AIG,0.82,0.63,AIG
2011-11-03,AIG,-1.6,-0.63,AIG
2011-08-04,AIG,0.69,0.92,AIG
2011-05-05,AIG,1.3,-0.15,AIG
2011-02-24,AIG,-16.2,-16.98,AIG
2010-11-05,AIG,-1.47,1.35,AIG
2010-08-06,AIG,1.43,0.99,AIG
2010-05-07,AIG,1.75,0.48,AIG
2010-02-26,AIG,-53.23,-3.94,AIG
2009-11-06,AIG,2.85,1.98,AIG
2009-08-07,AIG,2.57,1.67,AIG
2009-05-07,AIG,-19.4,-1.17,AIG
2009-03-02,AIG,-283.4,-7.37,AIG
2008-11-10,AIG,-68.4,-17.96,AIG
2008-08-06,AIG,-10.2,12.61,AIG
2008-05-08,AIG,-28.2,-15.24,AIG
2008-02-28,AIG,-25.0,12.0,AIG
2007-11-07,AIG,27.0,32.42,AIG
2007-08-08,AIG,35.4,32.25,AIG
2007-05-10,AIG,33.6,30.86,AIG
2007-03-01,AIG,29.4,29.89,AIG
2006-11-09,AIG,30.6,28.42,AIG
2006-08-09,AIG,31.6,27.74,AIG
2006-05-10,AIG,25.8,27.12,AIG
2006-03-16,AIG,2.8,4.87,AIG
2005-11-14,AIG,13.6,15.69,AIG
2005-08-09,AIG,25.4,24.21,AIG
2005-06-28,AIG,24.2,23.55,AIG
2005-02-09,AIG,23.4,22.26,AIG
2004-10-21,AIG,19.4,19.57,AIG
2004-07-22,AIG,22.8,22.3,AIG
2004-04-22,AIG,21.6,21.2,AIG
2004-02-11,AIG,21.0,20.71,AIG
2003-10-23,AIG,19.6,19.54,AIG
2003-07-24,AIG,19.2,18.8,AIG
2003-04-24,AIG,18.0,17.71,AIG
2003-02-13,AIG,4.0,4.25,AIG
2002-10-24,AIG,17.0,17.55,AIG
2002-07-25,AIG,16.8,17.01,AIG
2002-04-25,AIG,16.2,16.22,AIG
2002-02-07,AIG,15.4,15.68,AIG
2001-10-25,AIG,11.0,10.85,AIG
2001-07-26,AIG,14.0,13.95,AIG
2001-04-26,AIG,13.4,13.24,AIG
2026-02-03,AMD,1.53,1.32,AMD
2025-11-04,AMD,1.2,1.17,AMD
2025-08-05,AMD,0.48,0.4787,AMD
2025-05-06,AMD,0.96,0.944,AMD
2025-02-04,AMD,1.09,1.08,AMD
2024-10-29,AMD,0.92,0.922,AMD
2024-07-30,AMD,0.69,0.678,AMD
2024-04-30,AMD,0.62,0.616,AMD
2024-01-30,AMD,0.77,0.77,AMD
2023-10-31,AMD,0.7,0.68,AMD
2023-08-01,AMD,0.58,0.57,AMD
2023-05-02,AMD,0.6,0.56,AMD
2023-01-31,AMD,0.69,0.66,AMD
2022-11-01,AMD,0.67,0.67,AMD
2022-08-02,AMD,1.05,1.03,AMD
2022-05-03,AMD,1.13,0.91,AMD
2022-02-01,AMD,0.92,0.76,AMD
2021-10-26,AMD,0.73,0.67,AMD
2021-07-27,AMD,0.63,0.54,AMD
2021-04-27,AMD,0.52,0.44,AMD
2021-01-26,AMD,0.52,0.47,AMD
2020-10-27,AMD,0.41,0.36,AMD
2020-07-28,AMD,0.18,0.16,AMD
2020-04-28,AMD,0.18,0.18,AMD
2020-01-28,AMD,0.32,0.3,AMD
2019-10-29,AMD,0.18,0.18,AMD
2019-07-30,AMD,0.08,0.08,AMD
2019-04-30,AMD,0.06,0.05,AMD
2019-01-29,AMD,0.08,0.09,AMD
2018-10-24,AMD,0.13,0.12,AMD
